release,url_type,url
43,spotify,https://open.spotify.com/album/1Y8CBwhpLbUNq1LKg3YRTZ?si=saB9Wi1vRiem4SZyuE_0TA
43,apple_music,https://music.apple.com/us/album/gde-%C4%87e%C5%A1/1164362934
43,deezer,https://www.deezer.com/en/album/14273262
43,youtube_music,https://music.youtube.com/playlist?list=OLAK5uy_kB7jMbyLIevUVKFLdwemGlsFYMurH7Sww
