release,title,url,quote,rating,max_rating,language,visible
28,Some Will Never Know,http://www.swnk.org/reviews/repetitor-dobrodosli-na-okean/,"Even when you don’t understand a word, they know what a bit of good music sounds like.",80,100,English,1
